linea,fecha,año,mes,viajeros_pred_sarima
BILBAO - GALDAKAO - LARRABETZU,2026-09-01,2026,9,43019.553666091764
BILBAO - GALDAKAO - LARRABETZU,2026-10-01,2026,10,48534.81020084465
BILBAO - GALDAKAO - LARRABETZU,2026-11-01,2026,11,45167.78537125274
BILBAO - GALDAKAO - LARRABETZU,2026-12-01,2026,12,45214.80394681804
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-01-01,2026,1,71230.38058714753
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-02-01,2026,2,76500.26439655344
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-03-01,2026,3,78636.50921305461
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-04-01,2026,4,77500.05316487154
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-05-01,2026,5,83620.50206289567
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-06-01,2026,6,81803.30292276232
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-07-01,2026,7,78278.27840032517
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-08-01,2026,8,71720.63125960158
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-09-01,2026,9,82652.59111068014
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-10-01,2026,10,86967.73040864065
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-11-01,2026,11,84640.29314631058
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-12-01,2026,12,84079.67885444283
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-01-01,2026,1,8872.558524117343
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-02-01,2026,2,17568.10392836327
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-03-01,2026,3,17965.676840594366
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-04-01,2026,4,17563.236012316764
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-05-01,2026,5,18627.006598007112
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-06-01,2026,6,18630.71711301643
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-07-01,2026,7,19458.54475876614
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-08-01,2026,8,18643.127229193706
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-09-01,2026,9,20432.932300366814
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-10-01,2026,10,19909.987299067157
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-11-01,2026,11,18430.735977583547
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-12-01,2026,12,17349.16998822496
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-01-01,2026,1,10457.800309850281
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-02-01,2026,2,20091.546173020855
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-03-01,2026,3,20753.370543123565
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-04-01,2026,4,21327.502434951115
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-05-01,2026,5,22145.168407018857
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-06-01,2026,6,21805.985945527318
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-07-01,2026,7,25674.52979070317
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-08-01,2026,8,24807.72647937116
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-09-01,2026,9,26837.33842035044
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-10-01,2026,10,22919.896031871478
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-11-01,2026,11,21003.50741013499
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-12-01,2026,12,19951.875134013088
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-01-01,2026,1,24051.791302214202
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-02-01,2026,2,70508.30893987857
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-03-01,2026,3,67901.9131138862
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-04-01,2026,4,67447.33199647118
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-05-01,2026,5,72427.16767862812
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-06-01,2026,6,70007.9620790488
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-07-01,2026,7,64461.049890580005
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-08-01,2026,8,55997.3227291556
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-09-01,2026,9,72551.37937324986
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-10-01,2026,10,78506.98215544519
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-11-01,2026,11,74555.47597683119
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-12-01,2026,12,74252.37031938047
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-01-01,2026,1,22979.93365017553
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-02-01,2026,2,66314.52383171687
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-03-01,2026,3,66207.65917283598
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-04-01,2026,4,66026.9955840414
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-05-01,2026,5,69148.24464287351
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-06-01,2026,6,68043.27425420079
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-07-01,2026,7,64296.353116767794
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-08-01,2026,8,58087.0525075367
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-09-01,2026,9,70028.76823594177
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-10-01,2026,10,75298.82731485093
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-11-01,2026,11,71176.29318655044
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-12-01,2026,12,69970.98172209371
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-01-01,2026,1,17024.250446517784
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-02-01,2026,2,46949.18237959996
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-03-01,2026,3,48900.62308370153
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-04-01,2026,4,48443.41624997765
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-05-01,2026,5,50802.06617933668
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-06-01,2026,6,50419.9146934178
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-07-01,2026,7,46671.730625354445
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-08-01,2026,8,51364.30335392492
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-09-01,2026,9,51360.50658927827
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-10-01,2026,10,53250.606306843554
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-11-01,2026,11,51848.65922140958
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-12-01,2026,12,52008.41003470834
BILBAO - Hospital Santa Marina Ospitalea,2026-01-01,2026,1,6.4431603034580875e-21
BILBAO - Hospital Santa Marina Ospitalea,2026-02-01,2026,2,8.11629229260797e-20
BILBAO - Hospital Santa Marina Ospitalea,2026-03-01,2026,3,2.5749300235259904e-19
BILBAO - Hospital Santa Marina Ospitalea,2026-04-01,2026,4,2.7078698389025606e-20
BILBAO - Hospital Santa Marina Ospitalea,2026-05-01,2026,5,7.618750474745577e-22
BILBAO - Hospital Santa Marina Ospitalea,2026-06-01,2026,6,3.97032774856967e-24
BILBAO - Hospital Santa Marina Ospitalea,2026-07-01,2026,7,1.990449558509398e-24
BILBAO - Hospital Santa Marina Ospitalea,2026-08-01,2026,8,1.989293526580778e-24
BILBAO - Hospital Santa Marina Ospitalea,2026-09-01,2026,9,1.9892938300808072e-24
BILBAO - Hospital Santa Marina Ospitalea,2026-10-01,2026,10,1.9892938303046155e-24
BILBAO - Hospital Santa Marina Ospitalea,2026-11-01,2026,11,1.989293836220191e-24
BILBAO - Hospital Santa Marina Ospitalea,2026-12-01,2026,12,1.9892938689120633e-24
BILBAO - LEKEITIO (Autopista),2026-01-01,2026,1,18674.324967328677
BILBAO - LEKEITIO (Autopista),2026-02-01,2026,2,41398.90785657932
BILBAO - LEKEITIO (Autopista),2026-03-01,2026,3,42086.04769212545
BILBAO - LEKEITIO (Autopista),2026-04-01,2026,4,43103.20324690227
BILBAO - LEKEITIO (Autopista),2026-05-01,2026,5,45362.03821243482
BILBAO - LEKEITIO (Autopista),2026-06-01,2026,6,48993.848768928976
BILBAO - LEKEITIO (Autopista),2026-07-01,2026,7,54896.73204632035
BILBAO - LEKEITIO (Autopista),2026-08-01,2026,8,56676.98373987498
BILBAO - LEKEITIO (Autopista),2026-09-01,2026,9,53329.616398154845
BILBAO - LEKEITIO (Autopista),2026-10-01,2026,10,47543.93092332177
BILBAO - LEKEITIO (Autopista),2026-11-01,2026,11,44386.220473075446
BILBAO - LEKEITIO (Autopista),2026-12-01,2026,12,42686.637959789834
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-01-01,2026,1,11708.650864103674
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-02-01,2026,2,28908.724610357476
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-03-01,2026,3,30050.67750055164
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-04-01,2026,4,29328.36295978158
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-05-01,2026,5,30956.216390539885
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-06-01,2026,6,30044.499143270685
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-07-01,2026,7,30952.147693955354
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-08-01,2026,8,27701.192092586407
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-09-01,2026,9,30885.564851379128
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-10-01,2026,10,33266.31203209269
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-11-01,2026,11,32135.15317787049
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-12-01,2026,12,31791.67939151261
BILBAO - LEMOA - ZEANURI (Autopista),2026-01-01,2026,1,8929.594225033106
BILBAO - LEMOA - ZEANURI (Autopista),2026-02-01,2026,2,24494.219158440486
BILBAO - LEMOA - ZEANURI (Autopista),2026-03-01,2026,3,23082.38303462395
BILBAO - LEMOA - ZEANURI (Autopista),2026-04-01,2026,4,24445.094486356254
BILBAO - LEMOA - ZEANURI (Autopista),2026-05-01,2026,5,26360.192037396177
BILBAO - LEMOA - ZEANURI (Autopista),2026-06-01,2026,6,24000.823598765255
BILBAO - LEMOA - ZEANURI (Autopista),2026-07-01,2026,7,21693.244349797933
BILBAO - LEMOA - ZEANURI (Autopista),2026-08-01,2026,8,6463.102128202233
BILBAO - LEMOA - ZEANURI (Autopista),2026-09-01,2026,9,25253.7824746942
BILBAO - LEMOA - ZEANURI (Autopista),2026-10-01,2026,10,28916.12915583167
BILBAO - LEMOA - ZEANURI (Autopista),2026-11-01,2026,11,25667.86957784108
BILBAO - LEMOA - ZEANURI (Autopista),2026-12-01,2026,12,24597.440455657998
BILBAO - MUNGIA (Por autopista/tik),2026-01-01,2026,1,32806.525428429064
BILBAO - MUNGIA (Por autopista/tik),2026-02-01,2026,2,32683.559722150967
BILBAO - MUNGIA (Por autopista/tik),2026-03-01,2026,3,35254.57896907222
BILBAO - MUNGIA (Por autopista/tik),2026-04-01,2026,4,28802.756792114324
BILBAO - MUNGIA (Por autopista/tik),2026-05-01,2026,5,35123.68939726339
BILBAO - MUNGIA (Por autopista/tik),2026-06-01,2026,6,11028.402587213906
BILBAO - MUNGIA (Por autopista/tik),2026-07-01,2026,7,4533.754056612602
BILBAO - MUNGIA (Por autopista/tik),2026-08-01,2026,8,8437.221776603734
BILBAO - MUNGIA (Por autopista/tik),2026-09-01,2026,9,31106.77429002898
BILBAO - MUNGIA (Por autopista/tik),2026-10-01,2026,10,38350.179176120066
BILBAO - MUNGIA (Por autopista/tik),2026-11-01,2026,11,35948.988331115506
BILBAO - MUNGIA (Por autopista/tik),2026-12-01,2026,12,38178.56613898537
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-01-01,2026,1,54161.5569101899
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-02-01,2026,2,55456.94457803832
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-03-01,2026,3,58604.923314606494
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-04-01,2026,4,57250.72709082208
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-05-01,2026,5,63686.5852170706
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-06-01,2026,6,92572.08576951039
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-07-01,2026,7,107573.50881432499
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-08-01,2026,8,100977.93559742875
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-09-01,2026,9,67573.37262464545
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-10-01,2026,10,64928.14356541137
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-11-01,2026,11,58790.37926041262
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-12-01,2026,12,57198.31482511449
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-01-01,2026,1,99810.27176757781
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-02-01,2026,2,101803.55686200451
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-03-01,2026,3,103977.06633417013
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-04-01,2026,4,95881.0491593576
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-05-01,2026,5,108352.51182923475
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-06-01,2026,6,97212.07759522668
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-07-01,2026,7,88664.24543411295
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-08-01,2026,8,69097.30761822447
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-09-01,2026,9,108462.79937219268
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-10-01,2026,10,113885.70727055958
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-11-01,2026,11,109849.58091731928
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-12-01,2026,12,104769.08821806817
BILBAO - MUSKIZ,2026-01-01,2026,1,89285.75523277678
BILBAO - MUSKIZ,2026-02-01,2026,2,95344.58956953418
BILBAO - MUSKIZ,2026-03-01,2026,3,100009.17539376508
BILBAO - MUSKIZ,2026-04-01,2026,4,98906.04898862474
BILBAO - MUSKIZ,2026-05-01,2026,5,106686.97076808152
BILBAO - MUSKIZ,2026-06-01,2026,6,109189.46231678077
BILBAO - MUSKIZ,2026-07-01,2026,7,104974.06377954056
BILBAO - MUSKIZ,2026-08-01,2026,8,99084.86187443945
BILBAO - MUSKIZ,2026-09-01,2026,9,104125.92834861773
BILBAO - MUSKIZ,2026-10-01,2026,10,110439.48594195649
BILBAO - MUSKIZ,2026-11-01,2026,11,106528.88423462823
BILBAO - MUSKIZ,2026-12-01,2026,12,107968.87990556347
BILBAO - SANTURTZI,2026-01-01,2026,1,70310.55859374398
BILBAO - SANTURTZI,2026-02-01,2026,2,75200.10178302781
BILBAO - SANTURTZI,2026-03-01,2026,3,78871.71098087507
BILBAO - SANTURTZI,2026-04-01,2026,4,80166.46613672328
BILBAO - SANTURTZI,2026-05-01,2026,5,86192.09397815327
BILBAO - SANTURTZI,2026-06-01,2026,6,82513.88967615229
BILBAO - SANTURTZI,2026-07-01,2026,7,80919.1051332198
BILBAO - SANTURTZI,2026-08-01,2026,8,74787.34692453749
BILBAO - SANTURTZI,2026-09-01,2026,9,84599.72724256413
BILBAO - SANTURTZI,2026-10-01,2026,10,91249.83679885358
BILBAO - SANTURTZI,2026-11-01,2026,11,85838.60729765154
BILBAO - SANTURTZI,2026-12-01,2026,12,86579.75967119644
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-01-01,2026,1,25356.2942328865
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-02-01,2026,2,26072.22864629738
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-03-01,2026,3,26334.39252869607
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-04-01,2026,4,25201.52360723681
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-05-01,2026,5,27273.001916277815
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-06-01,2026,6,26758.584717050922
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-07-01,2026,7,24736.804015942507
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-08-01,2026,8,21389.481100319546
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-09-01,2026,9,27485.199373260562
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-10-01,2026,10,29129.244336795888
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-11-01,2026,11,27689.28560492448
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-12-01,2026,12,29054.70681952095
BILBAO - SESTAO - Errepelega/Repelega,2026-01-01,2026,1,26867.07912751731
BILBAO - SESTAO - Errepelega/Repelega,2026-02-01,2026,2,26656.833835526708
BILBAO - SESTAO - Errepelega/Repelega,2026-03-01,2026,3,28076.157490945065
BILBAO - SESTAO - Errepelega/Repelega,2026-04-01,2026,4,28415.91913242402
BILBAO - SESTAO - Errepelega/Repelega,2026-05-01,2026,5,29970.310008842072
BILBAO - SESTAO - Errepelega/Repelega,2026-06-01,2026,6,29378.925142743694
BILBAO - SESTAO - Errepelega/Repelega,2026-07-01,2026,7,29214.681514948767
BILBAO - SESTAO - Errepelega/Repelega,2026-08-01,2026,8,28060.772346758116
BILBAO - SESTAO - Errepelega/Repelega,2026-09-01,2026,9,29548.794129641356
BILBAO - SESTAO - Errepelega/Repelega,2026-10-01,2026,10,30973.73259020944
BILBAO - SESTAO - Errepelega/Repelega,2026-11-01,2026,11,30690.963421876
BILBAO - SESTAO - Errepelega/Repelega,2026-12-01,2026,12,32765.69905706605
BILBAO - Sodupe - ARTZINIEGA,2026-01-01,2026,1,36530.264506491854
BILBAO - Sodupe - ARTZINIEGA,2026-02-01,2026,2,36228.942649473676
BILBAO - Sodupe - ARTZINIEGA,2026-03-01,2026,3,38954.03221254
BILBAO - Sodupe - ARTZINIEGA,2026-04-01,2026,4,35022.5585529275
BILBAO - Sodupe - ARTZINIEGA,2026-05-01,2026,5,39531.83935056564
BILBAO - Sodupe - ARTZINIEGA,2026-06-01,2026,6,38426.14450274819
BILBAO - Sodupe - ARTZINIEGA,2026-07-01,2026,7,37052.63411673971
BILBAO - Sodupe - ARTZINIEGA,2026-08-01,2026,8,32869.0796040166
BILBAO - Sodupe - ARTZINIEGA,2026-09-01,2026,9,42112.12547025822
BILBAO - Sodupe - ARTZINIEGA,2026-10-01,2026,10,44476.22413232006
BILBAO - Sodupe - ARTZINIEGA,2026-11-01,2026,11,40504.7895439891
BILBAO - Sodupe - ARTZINIEGA,2026-12-01,2026,12,38928.89878331562
BILBAO - Sodupe - Arespalditza Respaldiza,2026-01-01,2026,1,0.0
BILBAO - Sodupe - Arespalditza Respaldiza,2026-02-01,2026,2,4.480141378430642e+37
BILBAO - Sodupe - Arespalditza Respaldiza,2026-03-01,2026,3,0.0
BILBAO - Sodupe - Arespalditza Respaldiza,2026-04-01,2026,4,8.113469132719369e+38
BILBAO - Sodupe - Arespalditza Respaldiza,2026-05-01,2026,5,0.0
BILBAO - Sodupe - Arespalditza Respaldiza,2026-06-01,2026,6,1.4693371437900727e+40
BILBAO - Sodupe - Arespalditza Respaldiza,2026-07-01,2026,7,0.0
BILBAO - Sodupe - Arespalditza Respaldiza,2026-08-01,2026,8,2.6609476252454284e+41
BILBAO - Sodupe - Arespalditza Respaldiza,2026-09-01,2026,9,0.0
BILBAO - Sodupe - Arespalditza Respaldiza,2026-10-01,2026,10,4.818936412398291e+42
BILBAO - Sodupe - Arespalditza Respaldiza,2026-11-01,2026,11,0.0
BILBAO - Sodupe - Arespalditza Respaldiza,2026-12-01,2026,12,8.727021879882454e+43
BILBAO - Sodupe - GORDEXOLA,2026-01-01,2026,1,7141.314449788658
BILBAO - Sodupe - GORDEXOLA,2026-02-01,2026,2,7250.624774511509
BILBAO - Sodupe - GORDEXOLA,2026-03-01,2026,3,6857.732423027913
BILBAO - Sodupe - GORDEXOLA,2026-04-01,2026,4,6762.033199848408
BILBAO - Sodupe - GORDEXOLA,2026-05-01,2026,5,7799.546214458823
BILBAO - Sodupe - GORDEXOLA,2026-06-01,2026,6,7004.957324472699
BILBAO - Sodupe - GORDEXOLA,2026-07-01,2026,7,6234.096716287162
BILBAO - Sodupe - GORDEXOLA,2026-08-01,2026,8,4918.983244200963
BILBAO - Sodupe - GORDEXOLA,2026-09-01,2026,9,7274.501723237386
BILBAO - Sodupe - GORDEXOLA,2026-10-01,2026,10,8410.55203716285
BILBAO - Sodupe - GORDEXOLA,2026-11-01,2026,11,7449.04407880772
BILBAO - Sodupe - GORDEXOLA,2026-12-01,2026,12,7092.400277861403
BILBAO - UGAO MIRABALLES - OROZKO,2026-01-01,2026,1,25087.011025666314
BILBAO - UGAO MIRABALLES - OROZKO,2026-02-01,2026,2,46173.11246424793
BILBAO - UGAO MIRABALLES - OROZKO,2026-03-01,2026,3,46313.549319678255
BILBAO - UGAO MIRABALLES - OROZKO,2026-04-01,2026,4,46975.059730736386
BILBAO - UGAO MIRABALLES - OROZKO,2026-05-01,2026,5,48939.29337921928
BILBAO - UGAO MIRABALLES - OROZKO,2026-06-01,2026,6,50921.23341402387
BILBAO - UGAO MIRABALLES - OROZKO,2026-07-01,2026,7,48527.63349160436
BILBAO - UGAO MIRABALLES - OROZKO,2026-08-01,2026,8,42412.168657198315
BILBAO - UGAO MIRABALLES - OROZKO,2026-09-01,2026,9,50670.23414077748
BILBAO - UGAO MIRABALLES - OROZKO,2026-10-01,2026,10,53940.042956298574
BILBAO - UGAO MIRABALLES - OROZKO,2026-11-01,2026,11,51587.0478935601
BILBAO - UGAO MIRABALLES - OROZKO,2026-12-01,2026,12,51991.919127753674
BILBAO - UPV/EHU (Enekuri),2026-01-01,2026,1,9243.3869828408
BILBAO - UPV/EHU (Enekuri),2026-02-01,2026,2,17678.945826582483
BILBAO - UPV/EHU (Enekuri),2026-03-01,2026,3,16660.800451571336
BILBAO - UPV/EHU (Enekuri),2026-04-01,2026,4,12602.081485787281
BILBAO - UPV/EHU (Enekuri),2026-05-01,2026,5,12779.643707151383
BILBAO - UPV/EHU (Enekuri),2026-06-01,2026,6,2648.406518535703
BILBAO - UPV/EHU (Enekuri),2026-07-01,2026,7,1383.425664049973
BILBAO - UPV/EHU (Enekuri),2026-08-01,2026,8,1385.5677174527418
BILBAO - UPV/EHU (Enekuri),2026-09-01,2026,9,14985.474143019605
BILBAO - UPV/EHU (Enekuri),2026-10-01,2026,10,20128.106283668592
BILBAO - UPV/EHU (Enekuri),2026-11-01,2026,11,17663.59978748186
BILBAO - UPV/EHU (Enekuri),2026-12-01,2026,12,10736.666085366247
BILBAO-Aireportua/Aeropuerto,2026-01-01,2026,1,86227.25078677046
BILBAO-Aireportua/Aeropuerto,2026-02-01,2026,2,89808.27268628497
BILBAO-Aireportua/Aeropuerto,2026-03-01,2026,3,106221.42182945009
BILBAO-Aireportua/Aeropuerto,2026-04-01,2026,4,126211.68580387183
BILBAO-Aireportua/Aeropuerto,2026-05-01,2026,5,133519.63740603867
BILBAO-Aireportua/Aeropuerto,2026-06-01,2026,6,132733.88555612238
BILBAO-Aireportua/Aeropuerto,2026-07-01,2026,7,138494.8241893163
BILBAO-Aireportua/Aeropuerto,2026-08-01,2026,8,145404.0888493502
BILBAO-Aireportua/Aeropuerto,2026-09-01,2026,9,138370.87692831812
BILBAO-Aireportua/Aeropuerto,2026-10-01,2026,10,129299.82269588942
BILBAO-Aireportua/Aeropuerto,2026-11-01,2026,11,105836.81387456192
BILBAO-Aireportua/Aeropuerto,2026-12-01,2026,12,104209.90910850148
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-01-01,2026,1,13037.603166950685
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-02-01,2026,2,13511.634115869772
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-03-01,2026,3,13667.67015564224
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-04-01,2026,4,12342.980916938948
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-05-01,2026,5,14406.563204823075
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-06-01,2026,6,14399.202349539775
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-07-01,2026,7,12717.759750025116
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-08-01,2026,8,11669.630662043095
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-09-01,2026,9,14292.983137596471
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-10-01,2026,10,14942.764798905384
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-11-01,2026,11,14782.025409284803
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-12-01,2026,12,12640.47510371127
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-01-01,2026,1,17373.638734580058
